cpus=4
          stress-2707  [001]  9231.160330321:          sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.491646197: (+45148) sched_switch:         stress:2716 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.503612123: (+11965926) sched_switch:         stress:2710 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.503681086: (+68963) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.503684604: (+3518)  sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.515584308: (+11899704) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.523585512: (+8001204) sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.531606012: (+8020500) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.531623567: (+17555) sched_switch:         stress:2714 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.543597086: (+11973519) sched_switch:         stress:2710 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.543617308: (+20222) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.543620623: (+3315)  sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.551618345: (+7997722) sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.551689993: (+71648) sched_switch:         stress:2716 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.551719549: (+29556) sched_switch:         stress:2714 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.563612382: (+11892833) sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.563654271: (+41889) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.563657826: (+3555)  sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.563666882: (+9056)  sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.571597734: (+7930852) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.579610252: (+8012518) sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.587613234: (+8002982) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.595603326: (+7990092) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.603621215: (+8017889) sched_switch:         stress:2708 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9234.611605456: (+7984241) sched_switch:         stress:2710 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.611619234: (+13778) sched_switch:         stress:2716 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.611631363: (+12129) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9234.611654919: (+23556) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.619613808: (+7958889) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.619620382: (+6574)  sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.627632122: (+8011740) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.635613974: (+7981852) sched_switch:         stress:2714 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9234.643613011: (+7999037) sched_switch:         stress:2710 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.651627678: (+8014667) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.659632863: (+8005185) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.667620752: (+7987889) sched_switch:         stress:2708 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9234.675630141: (+8009389) sched_switch:         stress:2710 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.683625252: (+7995111) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.691626104: (+8000852) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.691637104: (+11000) sched_switch:         stress:2708 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.699634844: (+7997740) sched_switch:         stress:2710 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.699660567: (+25723) sched_switch:         stress:2716 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.699676233: (+15666) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.699680048: (+3815)  sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.699687974: (+7926)  sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.707631641: (+7943667) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.707640363: (+8722)  sched_switch:         stress:2716 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.707679474: (+39111) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9234.707684474: (+5000)  sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.707718252: (+33778) sched_switch:         stress:2708 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9234.707744622: (+26370) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.719643881: (+11899259) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.719655030: (+11149) sched_switch:         stress:2714 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9234.719665641: (+10611) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.719669437: (+3796)  sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.719679011: (+9574)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.727647770: (+7968759) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.731664085: (+4016315) sched_switch:         stress:2708 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.731682789: (+18704) sched_switch:         stress:2714 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9234.731718641: (+35852) sched_switch:         stress:2716 [120] D ==> swapper/1:0 [120]
          <idle>-0     [001]  9234.739655178: (+7936537) sched_switch:         swapper/1:0 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9234.747675363: (+8020185) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2710  [001]  9234.747678474: (+3111)  sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.747689789: (+11315) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.755641011: (+7951222) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.755650955: (+9944)  sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.763642863: (+7991908) sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.771672807: (+8029944) sched_switch:         stress:2716 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.779645974: (+7973167) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.787647752: (+8001778) sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.787655140: (+7388)  sched_switch:         stress:2716 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.795656233: (+8001093) sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.795717918: (+61685) sched_switch:         stress:2708 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.795727992: (+10074) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.795730566: (+2574)  sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.795736363: (+5797)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.803655011: (+7918648) sched_switch:         stress:2716 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.811663825: (+8008814) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.819675900: (+8012075) sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.819690418: (+14518) sched_switch:         stress:2716 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.827656492: (+7966074) sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.827687029: (+30537) sched_switch:         stress:2708 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.827700640: (+13611) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.827703603: (+2963)  sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.827731918: (+28315) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.835672881: (+7940963) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.835687381: (+14500) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9234.835692862: (+5481)  sched_switch:         stress:2708 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9234.835708603: (+15741) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.835712974: (+4371)  sched_switch:         stress:2716 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9234.835717937: (+4963)  sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.843683585: (+7965648) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.843701733: (+18148) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.851664381: (+7962648) sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.851682696: (+18315) sched_switch:         stress:2716 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.859664122: (+7981426) sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.859676029: (+11907) sched_switch:         stress:2708 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9234.859684344: (+8315)  sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9234.859686714: (+2370)  sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9234.859691344: (+4630)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9234.867684936: (+7993592) sched_switch:         stress:2716 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.875673881: (+7988945) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.883671344: (+7997463) sched_switch:         stress:2714 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9234.887701307: (+4029963) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2710  [001]  9234.887713251: (+11944) sched_switch:         stress:2710 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9234.887782844: (+69593) sched_switch:         kworker/1:0:2611 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.887803140: (+20296) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2710  [001]  9234.887806788: (+3648)  sched_switch:         stress:2710 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9234.887831362: (+24574) sched_switch:         kworker/1:0:2611 [120] W ==> stress:2710 [120]
          stress-2710  [001]  9234.895672881: (+7841519) sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.903675696: (+8002815) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.911685010: (+8009314) sched_switch:         stress:2714 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9234.919681399: (+7996389) sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.927683584: (+8002185) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.927708492: (+24908) sched_switch:         stress:2714 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9234.939687640: (+11979148) sched_switch:         stress:2710 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.939735158: (+47518) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.939738769: (+3611)  sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.951698269: (+11959500) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.955706418: (+4008149) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9234.955711843: (+5425)  sched_switch:         stress:2708 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9234.955731066: (+19223) sched_switch:         kworker/1:0:2611 [120] W ==> stress:2714 [120]
          stress-2714  [001]  9234.963701269: (+7970203) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.971699195: (+7997926) sched_switch:         stress:2708 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9234.979696362: (+7997167) sched_switch:         stress:2710 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9234.987698380: (+8002018) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9234.995701584: (+8003204) sched_switch:         stress:2708 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9235.003705751: (+8004167) sched_switch:         stress:2710 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.011711954: (+8006203) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.019704677: (+7992723) sched_switch:         stress:2708 [120] R ==> stress:2710 [120]
          stress-2710  [001]  9235.027708491: (+8003814) sched_switch:         stress:2710 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.031732973: (+4024482) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9235.031749139: (+16166) sched_switch:         stress:2708 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9235.047759454: (+16010315) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2710  [001]  9235.047763306: (+3852)  sched_switch:         stress:2710 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.047775213: (+11907) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.055726602: (+7951389) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.063714621: (+7988019) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.071726306: (+8011685) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.079731362: (+8005056) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.079769028: (+37666) sched_switch:         stress:2716 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9235.087719695: (+7950667) sched_switch:         stress:2710 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.087738676: (+18981) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9235.087755861: (+17185) sched_switch:         stress:2708 [120] D ==> stress:2710 [120]
          stress-2710  [001]  9235.095767287: (+8011426) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2710  [001]  9235.095771861: (+4574)  sched_switch:         stress:2710 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.095783473: (+11612) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9235.103724621: (+7941148) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.103733158: (+8537)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.111727750: (+7994592) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.119754232: (+8026482) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.127749065: (+7994833) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.134543454: (+6794389) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9235.134572602: (+29148) sched_switch:         stress:2708 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.139205269: (+4632667) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.139207102: (+1833)  sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.139210139: (+3037)  sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.139286417: (+76278) sched_wakeup:         kworker/u8:1:2244 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9235.139293102: (+6685)  sched_switch:         stress:2708 [120] R ==> kworker/u8:1:2244 [120]
    kworker/u8:1-2244  [001]  9235.139303343: (+10241) sched_switch:         kworker/u8:1:2244 [120] W ==> stress:2708 [120]
          stress-2708  [001]  9235.139309713: (+6370)  sched_switch:         stress:2708 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.139559306: (+249593) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.139561750: (+2444)  sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.139570972: (+9222)  sched_switch:         stress:2708 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.145023324: (+5452352) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.145026380: (+3056)  sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.145092232: (+65852) sched_switch:         stress:2708 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9235.145159287: (+67055) sched_switch:         stress:2714 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9235.145177269: (+17982) sched_switch:         stress:2716 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.150100046: (+4922777) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.150102602: (+2556)  sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.150105787: (+3185)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.150109769: (+3982)  sched_switch:         stress:2715 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.150212935: (+103166) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9235.150220806: (+7871)  sched_switch:         stress:2716 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9235.150286750: (+65944) sched_switch:         kworker/1:1H:91 [100] D ==> stress:2714 [120]
          stress-2714  [001]  9235.150299750: (+13000) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9235.150312232: (+12482) sched_switch:         stress:2708 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9235.150338509: (+26277) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9235.150354954: (+16445) sched_switch:         stress:2716 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9235.150358658: (+3704)  sched_switch:         stress:2714 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.152358028: (+1999370) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.152364583: (+6555)  sched_switch:         stress:2715 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9235.152392472: (+27889) sched_switch:         kworker/1:1H:91 [100] R ==> stress:2715 [120]
          stress-2715  [001]  9235.152398176: (+5704)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.152401546: (+3370)  sched_switch:         stress:2715 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9235.152419695: (+18149) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001]  9235.152440306: (+20611) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001]  9235.152474361: (+34055) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001]  9235.152488750: (+14389) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:2716 [120]
          stress-2716  [001]  9235.152501269: (+12519) sched_switch:         stress:2716 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.154465972: (+1964703) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.154473232: (+7260)  sched_switch:         stress:2715 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9235.154505417: (+32185) sched_switch:         kworker/1:1H:91 [100] R ==> stress:2715 [120]
          stress-2715  [001]  9235.154510824: (+5407)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.154514028: (+3204)  sched_switch:         stress:2715 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9235.154533361: (+19333) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001]  9235.154546509: (+13148) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001]  9235.154575509: (+29000) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001]  9235.154590787: (+15278) sched_switch:         ksoftirqd/1:18 [120] S ==> stress:2716 [120]
          stress-2716  [001]  9235.154600269: (+9482)  sched_switch:         stress:2716 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.159872602: (+5272333) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.159882361: (+9759)  sched_switch:         stress:2715 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.159893917: (+11556) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9235.159901880: (+7963)  sched_switch:         stress:2716 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9235.159909009: (+7129)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.159971343: (+62334) sched_wakeup:         kworker/u8:1:2244 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.159977195: (+5852)  sched_switch:         stress:2714 [120] R ==> kworker/u8:1:2244 [120]
    kworker/u8:1-2244  [001]  9235.159983139: (+5944)  sched_switch:         kworker/u8:1:2244 [120] W ==> stress:2708 [120]
          stress-2708  [001]  9235.160005935: (+22796) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9235.160019083: (+13148) sched_switch:         stress:2708 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9235.160036343: (+17260) sched_switch:         stress:2716 [120] D ==> stress:2714 [120]
          stress-2714  [001]  9235.160043769: (+7426)  sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.167769232: (+7725463) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.167805028: (+35796) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9235.175741620: (+7936592) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.183753491: (+8011871) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.183765306: (+11815) sched_switch:         stress:2714 [120] D ==> stress:2708 [120]
          stress-2708  [001]  9235.183772917: (+7611)  sched_switch:         stress:2708 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9235.183788120: (+15203) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9235.191757435: (+7969315) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.191771028: (+13593) sched_switch:         stress:2714 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.203750694: (+11979666) sched_switch:         stress:2715 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.203768343: (+17649) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9235.203771639: (+3296)  sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.203784676: (+13037) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2714  [001]  9235.211761268: (+7976592) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.219751602: (+7990334) sched_switch:         stress:2708 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.227787379: (+8035777) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.235755935: (+7968556) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.243757750: (+8001815) sched_switch:         stress:2716 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.251766787: (+8009037) sched_switch:         stress:2715 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.259761676: (+7994889) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.267762935: (+8001259) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.275782416: (+8019481) sched_switch:         stress:2716 [120] R ==> stress:2715 [120]
          stress-2715  [001]  9235.283769768: (+7987352) sched_switch:         stress:2715 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.291769638: (+7999870) sched_switch:         stress:2714 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.295801583: (+4031945) sched_switch:         stress:2708 [120] D ==> stress:2716 [120]
          stress-2716  [001]  9235.295811490: (+9907)  sched_switch:         stress:2716 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.307771138: (+11959648) sched_switch:         stress:2715 [120] R ==> stress:2714 [120]
          stress-2714  [001]  9235.307786638: (+15500) sched_switch:         stress:2714 [120] D ==> stress:2715 [120]
          stress-2715  [001]  9235.311802046: (+4015408) sched_wakeup:         stress:2708 [120]<CANT FIND FIELD success> CPU:001
          stress-2715  [001]  9235.311804805: (+2759)  sched_switch:         stress:2715 [120] R ==> stress:2708 [120]
          stress-2708  [001]  9235.311813990: (+9185)  sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2708  [001]  9235.319775287: (+7961297) sched_switch:         stress:2708 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9235.319782564: (+7277)  sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
          stress-2716  [001]  9235.327794712: (+8012148) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
