cpus=4
          <idle>-0     [000]  9142.037082735:          sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.322055712: (+7649)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.322090897: (+35185) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.322125767: (+34870) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.322143452: (+17685) sched_switch:         kworker/0:1:2177 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.322155897: (+12445) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.322158971: (+3074)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.322174989: (+16018) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.322398563: (+223574) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.322403230: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [000]  9143.322547434: (+144204) sched_switch:         ngrok:552 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.324008063: (+1460629) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.324013267: (+5204)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.324031952: (+18685) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.324055989: (+24037) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.324076637: (+20648) sched_switch:         kworker/0:1:2177 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.324085026: (+8389)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.324088249: (+3223)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.324100341: (+12092) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.324209526: (+109185) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.324213989: (+4463)  sched_switch:         swapper/0:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [000]  9143.324264693: (+50704) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000]  9143.324434600: (+169907) sched_wakeup:         kworker/u9:1:263 [100]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000]  9143.324441230: (+6630)  sched_switch:         ngrok:552 [120] R ==> kworker/u9:1:263 [100]
    kworker/u9:1-263   [000]  9143.324446693: (+5463)  sched_switch:         kworker/u9:1:263 [100] W ==> ngrok:552 [120]
           ngrok-552   [000]  9143.324501619: (+54926) sched_switch:         ngrok:552 [120] S ==> ngrok:518 [120]
           ngrok-518   [000]  9143.324518693: (+17074) sched_switch:         ngrok:518 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.338871600: (+14352907) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.338877119: (+5519)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.338884063: (+6944)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.353504045: (+14619982) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.353508637: (+4592)  sched_switch:         swapper/0:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [000]  9143.353519434: (+10797) sched_switch:         ngrok:518 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.354864582: (+1345148) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.354869119: (+4537)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.354888100: (+18981) sched_switch:         brcmf_wdog/mmc1:237 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.354899600: (+11500) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.354903008: (+3408)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.354909434: (+6426)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.370365526: (+15456092) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.370371656: (+6130)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.370390897: (+19241) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.370418137: (+27240) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.370439859: (+21722) sched_switch:         kworker/0:1:2177 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.370448489: (+8630)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.370451563: (+3074)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.370463897: (+12334) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.370676378: (+212481) sched_wakeup:         kworker/u9:1:263 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.370681174: (+4796)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:1:263 [100]
    kworker/u9:1-263   [000]  9143.370686156: (+4982)  sched_switch:         kworker/u9:1:263 [100] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.370932471: (+246315) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.370937526: (+5055)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.370955230: (+17704) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.370979489: (+24259) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.370999971: (+20482) sched_switch:         kworker/0:1:2177 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.371008359: (+8388)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.371011434: (+3075)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.371023045: (+11611) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.386864822: (+15841777) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.386869582: (+4760)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.386874822: (+5240)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.402860822: (+15986000) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.402864859: (+4037)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.402880211: (+15352) sched_switch:         brcmf_wdog/mmc1:237 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.402890230: (+10019) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.402893341: (+3111)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.402900415: (+7074)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.403665785: (+765370) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.403670489: (+4704)  sched_switch:         swapper/0:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [000]  9143.403700545: (+30056) sched_switch:         ngrok:518 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.414512137: (+10811592) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.414517619: (+5482)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.414538193: (+20574) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.414564730: (+26537) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.414585378: (+20648) sched_switch:         kworker/0:1:2177 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.414593767: (+8389)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.414596767: (+3000)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.414608767: (+12000) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.415020970: (+412203) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.415026082: (+5112)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.415043526: (+17444) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.415067563: (+24037) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.415087674: (+20111) sched_switch:         kworker/0:1:2177 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.415096007: (+8333)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.415099100: (+3093)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.415110526: (+11426) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.415221896: (+111370) sched_wakeup:         kworker/u9:1:263 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.415226489: (+4593)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:1:263 [100]
    kworker/u9:1-263   [000]  9143.415231582: (+5093)  sched_switch:         kworker/u9:1:263 [100] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.415351304: (+119722) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.415356804: (+5500)  sched_switch:         swapper/0:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [000]  9143.415389100: (+32296) sched_switch:         ngrok:518 [120] S ==> ngrok:515 [120]
           ngrok-515   [000]  9143.415420100: (+31000) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.415428619: (+8519)  sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.415442507: (+13888) sched_switch:         swapper/0:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [000]  9143.415455267: (+12760) sched_switch:         ngrok:518 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.415488526: (+33259) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.415493322: (+4796)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9143.415509693: (+16371) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.430873711: (+15364018) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.430881248: (+7537)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.430890452: (+9204)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.446857952: (+15967500) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.446862211: (+4259)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.446884878: (+22667) sched_switch:         brcmf_wdog/mmc1:237 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.446899563: (+14685) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.446903267: (+3704)  sched_switch:         swapper/0:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9143.446910804: (+7537)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.452501063: (+5590259) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.452506785: (+5722)  sched_switch:         swapper/0:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [000]  9143.452539841: (+33056) sched_switch:         ngrok:518 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.453220767: (+680926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.453225415: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9143.453240655: (+15240) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.453310600: (+69945) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.453315193: (+4593)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9143.453323100: (+7907)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.453393711: (+70611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.453398248: (+4537)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9143.453404970: (+6722)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.453475415: (+70445) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.453480100: (+4685)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9143.453486637: (+6537)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.453557193: (+70556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.453559693: (+2500)  sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.453564341: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [000]  9143.453609785: (+45444) sched_switch:         ngrok:518 [120] S ==> ngrok:515 [120]
           ngrok-515   [000]  9143.453622248: (+12463) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.500066285: (+46444037) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.500074044: (+7759)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.500103933: (+29889) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.500137452: (+33519) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9143.500159729: (+22277) sched_switch:         kworker/0:1:2177 [120] D ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.500168340: (+8611)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.500171544: (+3204)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9143.500186507: (+14963) sched_switch:         kworker/0:1:2177 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.502658470: (+2471963) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.502664489: (+6019)  sched_switch:         swapper/0:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [000]  9143.502688211: (+23722) sched_switch:         ngrok:518 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.503217266: (+529055) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.503221952: (+4686)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9143.503234452: (+12500) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000]  9143.503305007: (+70555) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000]  9143.503309581: (+4574)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9143.503316822: (+7241)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
