cpus=4
          <idle>-0     [000] 14880.765691584:          sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14881.945587357: (+12796) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14881.945591024: (+3667)  sched_switch:         kworker/0:2:3318 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14881.945648635: (+57611) sched_wakeup:         avahi-daemon:382 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14881.945669987: (+21352) sched_switch:         kworker/u9:3:569 [100] D ==> avahi-daemon:382 [120]
    avahi-daemon-382   [000] 14881.945686079: (+16092) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
    avahi-daemon-382   [000] 14881.945847635: (+161556) sched_switch:         avahi-daemon:382 [120] S ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14881.945857968: (+10333) sched_switch:         kworker/u9:3:569 [100] W ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14881.945866968: (+9000)  sched_switch:         kworker/0:2:3318 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.045933172: (+100066204) sched_wakeup:         avahi-daemon:382 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.045939061: (+5889)  sched_switch:         swapper/0:0 [120] R ==> avahi-daemon:382 [120]
    avahi-daemon-382   [000] 14882.046011079: (+72018) sched_switch:         avahi-daemon:382 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.103454079: (+57443000) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.103459653: (+5574)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14882.103476468: (+16815) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14882.103495634: (+19166) sched_switch:         kworker/0:1H:67 [100] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.105616894: (+2121260) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.105622079: (+5185)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14882.105631468: (+9389)  sched_switch:         kworker/0:1H:67 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.105636727: (+5259)  sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.105639560: (+2833)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14882.105649523: (+9963)  sched_switch:         kworker/0:1H:67 [100] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.568057929: (+462408406) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.568075429: (+17500) sched_switch:         swapper/0:0 [120] R ==> kworker/0:2:3318 [120]
     kworker/0:2-3318  [000] 14882.568099299: (+23870) sched_wakeup:         kworker/0:2:3318 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:2-3318  [000] 14882.568142003: (+42704) sched_switch:         kworker/0:2:3318 [120] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.591138577: (+22996574) sched_wakeup:         thd:411 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.591143984: (+5407)  sched_switch:         swapper/0:0 [120] R ==> thd:411 [120]
             thd-411   [000] 14882.591173670: (+29686) sched_switch:         thd:411 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.875424891: (+284251221) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.875430539: (+5648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14882.875446594: (+16055) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.924490687: (+49044093) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.924495057: (+4370)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14882.924513039: (+17982) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14882.974666724: (+50153685) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14882.974671150: (+4426)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14882.974679335: (+8185)  sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.024810483: (+50131148) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.024814964: (+4481)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.024830131: (+15167) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.075023353: (+50193222) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.075027742: (+4389)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.075042649: (+14907) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.125196575: (+50153926) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.125200853: (+4278)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.125221205: (+20352) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.175378204: (+50156999) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.175382464: (+4260)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.175390297: (+7833)  sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.224465797: (+49075500) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.224469945: (+4148)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.224485612: (+15667) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.274640908: (+50155296) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.274645260: (+4352)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.274653074: (+7814)  sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.324834593: (+50181519) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.324839185: (+4592)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.324856259: (+17074) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.326850315: (+1994056) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.326855852: (+5537)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14883.326868704: (+12852) sched_switch:         kworker/0:1H:67 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.326874278: (+5574)  sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.326877185: (+2907)  sched_switch:         swapper/0:0 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14883.326889945: (+12760) sched_switch:         kworker/0:1H:67 [100] W ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329016167: (+2126222) sched_wakeup:         ngrok:553 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329020870: (+4703)  sched_switch:         swapper/0:0 [120] R ==> ngrok:553 [120]
           ngrok-553   [000] 14883.329034593: (+13723) sched_switch:         ngrok:553 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329209796: (+175203) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329216037: (+6241)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329242907: (+26870) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329256630: (+13723) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329260074: (+3444)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329271296: (+11222) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329280167: (+8871)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329283463: (+3296)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329292389: (+8926)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329300593: (+8204)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329303648: (+3055)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329312315: (+8667)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329320519: (+8204)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329323519: (+3000)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329340519: (+17000) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329348852: (+8333)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329351945: (+3093)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329360704: (+8759)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329368815: (+8111)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329371833: (+3018)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329380852: (+9019)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329388963: (+8111)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329391852: (+2889)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329400574: (+8722)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329408667: (+8093)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329411593: (+2926)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329420278: (+8685)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329428278: (+8000)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329431185: (+2907)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329439982: (+8797)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329448130: (+8148)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329451056: (+2926)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329464741: (+13685) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329473111: (+8370)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329476148: (+3037)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329484759: (+8611)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329492796: (+8037)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329495778: (+2982)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329504593: (+8815)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329512685: (+8092)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329515685: (+3000)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329524556: (+8871)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329532611: (+8055)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329535537: (+2926)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329544185: (+8648)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329552259: (+8074)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329555259: (+3000)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329563704: (+8445)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329571685: (+7981)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329574630: (+2945)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329588074: (+13444) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329596259: (+8185)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329599241: (+2982)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329608204: (+8963)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329616167: (+7963)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329619167: (+3000)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329627926: (+8759)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329635982: (+8056)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329638889: (+2907)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329647519: (+8630)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329655537: (+8018)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329658519: (+2982)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329667130: (+8611)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329675130: (+8000)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329677982: (+2852)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329686685: (+8703)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329694722: (+8037)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329697704: (+2982)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329711185: (+13481) sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329719445: (+8260)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329723722: (+4277)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329732482: (+8760)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329740556: (+8074)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329743537: (+2981)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329752482: (+8945)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329760556: (+8074)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329763519: (+2963)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329772111: (+8592)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329780148: (+8037)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329783074: (+2926)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329791685: (+8611)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329799833: (+8148)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14883.329802759: (+2926)  sched_switch:         swapper/0:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14883.329811315: (+8556)  sched_switch:         kworker/u9:3:569 [100] D ==> swapper/0:0 [120]
          <idle>-0     [000] 14883.329819407: (+8092)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
