cpus=4
           <...>-3239  [000] 14579.117612586:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.276349582: (+10051796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.276354249: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.276361508: (+7259)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.316290119: (+39928611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.316294674: (+4555)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.316301693: (+7019)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.326352452: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.326356989: (+4537)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.326364045: (+7056)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.366294026: (+39929981) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.366298619: (+4593)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.366305489: (+6870)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.376356341: (+10050852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.376361045: (+4704)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.376368137: (+7092)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.416298007: (+39929870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.416302693: (+4686)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.416311989: (+9296)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.426360526: (+10048537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.426365119: (+4593)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.426372452: (+7333)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.466302007: (+39929555) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.466306655: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.466313600: (+6945)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.476364341: (+10050741) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.476368896: (+4555)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.476376155: (+7259)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.516305859: (+39929704) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.516310414: (+4555)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.516317155: (+6741)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.526368044: (+10050889) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.526372655: (+4611)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.526379785: (+7130)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.566309785: (+39930000) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.566314414: (+4629)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.566321285: (+6871)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.576372118: (+10050833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.576376599: (+4481)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.576383803: (+7204)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.616313859: (+39930056) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.616318377: (+4518)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.616325192: (+6815)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.626375951: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.626380451: (+4500)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.626387581: (+7130)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.666317877: (+39930296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.666322432: (+4555)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.666329247: (+6815)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.676380025: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.676384562: (+4537)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.676391766: (+7204)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.716322080: (+39930314) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.716326636: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.716333673: (+7037)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.726384432: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.726388988: (+4556)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.726396099: (+7111)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.766325895: (+39929796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.766329469: (+3574)  sched_wakeup:         avahi-daemon:382 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.766335488: (+6019)  sched_switch:         swapper/0:0 [120] R ==> avahi-daemon:382 [120]
    avahi-daemon-382   [000] 14580.766459506: (+124018) sched_switch:         avahi-daemon:382 [120] S ==> ngrok:515 [120]
           ngrok-515   [000] 14580.766474284: (+14778) sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.776522839: (+10048555) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.776527802: (+4963)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.776535617: (+7815)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.816330284: (+39794667) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.816334950: (+4666)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.816342099: (+7149)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.826392710: (+10050611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.826397376: (+4666)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.826404673: (+7297)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.866333932: (+39929259) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.866338617: (+4685)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.866345580: (+6963)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.876396506: (+10050926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.876401117: (+4611)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.876408358: (+7241)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.916338117: (+39929759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.916342857: (+4740)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.916350024: (+7167)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.926400802: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.926405598: (+4796)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.926413209: (+7611)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.966342191: (+39928982) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.966346968: (+4777)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.966354172: (+7204)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14580.976404968: (+10050796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14580.976409635: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14580.976416616: (+6981)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.016345931: (+39929315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.016350672: (+4741)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.016357950: (+7278)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.026408227: (+10050277) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.026412950: (+4723)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.026420135: (+7185)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.066349875: (+39929740) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.066354561: (+4686)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.066361394: (+6833)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.076412209: (+10050815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.076416875: (+4666)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.076424098: (+7223)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.116354005: (+39929907) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.116358690: (+4685)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.116365486: (+6796)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.126416338: (+10050852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.126421042: (+4704)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.126428097: (+7055)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.166357782: (+39929685) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.166362431: (+4649)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.166369449: (+7018)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.176420171: (+10050722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.176424838: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.176432023: (+7185)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.216361949: (+39929926) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.216366616: (+4667)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.216373504: (+6888)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.226424301: (+10050797) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.226428912: (+4611)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.226436134: (+7222)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.266365782: (+39929648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.266370430: (+4648)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.266377356: (+6926)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.276429171: (+10051815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.276433930: (+4759)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.276441152: (+7222)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.316370060: (+39928908) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.316374800: (+4740)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.316381689: (+6889)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.326433245: (+10051556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.326438097: (+4852)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.326445300: (+7203)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.366373911: (+39928611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.366378930: (+5019)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.366385837: (+6907)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.376436652: (+10050815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.376441263: (+4611)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.376448448: (+7185)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.416377837: (+39929389) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.416382522: (+4685)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.416389374: (+6852)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.426440281: (+10050907) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.426445004: (+4723)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.426452226: (+7222)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.466381948: (+39929722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.466386726: (+4778)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [000] 14581.466393652: (+6926)  sched_switch:         ngrok:515 [120] S ==> swapper/0:0 [120]
          <idle>-0     [000] 14581.476444411: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          <idle>-0     [000] 14581.476449115: (+4704)  sched_switch:         swapper/0:0 [120] R ==> ngrok:515 [120]
