CPU 3 is empty
cpus=4
   task_server.a-2393  [002]  9093.707135419:          sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
           ngrok-515   [002]  9094.351816750: (+8833)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.352478139: (+661389) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.352481213: (+3074)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.352494380: (+13167) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.352504232: (+9852)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.352514806: (+10574) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9094.352521676: (+6870)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9094.352540861: (+19185) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.361865546: (+9324685) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.361868750: (+3204)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.361878306: (+9556)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.381436657: (+19558351) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.381441824: (+5167)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9094.381456343: (+14519) sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.401578343: (+20122000) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.401581565: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.401596194: (+14629) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.401793324: (+197130) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.401796546: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.401805417: (+8871)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.402644880: (+839463) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.402647861: (+2981)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.402658750: (+10889) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.402670213: (+11463) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.402679657: (+9444)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.411854731: (+9175074) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.411857991: (+3260)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.411867583: (+9592)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.445421231: (+33553648) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.445425639: (+4408)  sched_switch:         task_server.a:2393 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9094.445437083: (+11444) sched_switch:         kcompactd0:43 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.451708176: (+6271093) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.451711546: (+3370)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.451726231: (+14685) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.451781509: (+55278) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.451784528: (+3019)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.451793491: (+8963)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.452775120: (+981629) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.452778139: (+3019)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.452791305: (+13166) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.452801416: (+10111) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.452811491: (+10075) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9094.452818324: (+6833)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9094.452837842: (+19518) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.461842324: (+9004482) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.461845565: (+3241)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.461855139: (+9574)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.500876453: (+39021314) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.500879824: (+3371)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.500894231: (+14407) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.501769842: (+875611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.501773064: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.501781935: (+8871)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.501942620: (+160685) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.501945620: (+3000)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.501956287: (+10667) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.501967879: (+11592) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.501976601: (+8722)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.511831379: (+9854778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.511834694: (+3315)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.511844194: (+9500)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.551007175: (+39162981) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.551010768: (+3593)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.551025935: (+15167) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.551758527: (+732592) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.551761768: (+3241)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.551770638: (+8870)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.552074490: (+303852) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.552077509: (+3019)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.552090842: (+13333) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.552100898: (+10056) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.552111083: (+10185) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9094.552117916: (+6833)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9094.552136972: (+19056) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.561819435: (+9682463) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.561822657: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.561831972: (+9315)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.585388694: (+23556722) sched_wakeup:         kworker/2:2:2220 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.585393860: (+5166)  sched_switch:         task_server.a:2393 [120] R ==> kworker/2:2:2220 [120]
     kworker/2:2-2220  [002]  9094.585404249: (+10389) sched_switch:         kworker/2:2:2220 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.601175657: (+15771408) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.601178879: (+3222)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.601193212: (+14333) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.601746323: (+553111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.601749546: (+3223)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.601758490: (+8944)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.602242175: (+483685) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.602245268: (+3093)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.602256027: (+10759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.602267897: (+11870) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.602276675: (+8778)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.611807971: (+9531296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.611811657: (+3686)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.611821212: (+9555)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.651306119: (+39484907) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.651309490: (+3371)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.651323434: (+13944) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.651734805: (+411371) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.651737934: (+3129)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.651746508: (+8574)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.652372453: (+625945) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.652375527: (+3074)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.652388805: (+13278) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.652398731: (+9926)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.652408693: (+9962)  sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9094.652415360: (+6667)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9094.652434231: (+18871) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.661795305: (+9361074) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.661798564: (+3259)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.661808045: (+9481)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.677477508: (+15669463) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.677480934: (+3426)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.677495156: (+14222) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.678032471: (+537315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.678035527: (+3056)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.678044156: (+8629)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.678544027: (+499871) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.678547119: (+3092)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.678561342: (+14223) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.678584767: (+23425) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.678593675: (+8908)  sched_switch:         ngrok:552 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.688093786: (+9500111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.688096971: (+3185)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.688106434: (+9463)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.701627990: (+13521556) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.701631193: (+3203)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.701645267: (+14074) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.701722990: (+77723) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.701726064: (+3074)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.701734564: (+8500)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.702694212: (+959648) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.702698045: (+3833)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9094.702711490: (+13445) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9094.702721378: (+9888)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9094.702731378: (+10000) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9094.702738249: (+6871)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9094.702756934: (+18685) sched_switch:         ngrok:517 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [002]  9094.711784064: (+9027130) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [002]  9094.711787341: (+3277)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9094.711796601: (+9260)  sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
