CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9120.843690057: (+4746426) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.846062334: (+2372277) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.848193371: (+2131037) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.851689019: (+3495648) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.854060575: (+2371556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.854064242: (+3667)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.854082668: (+18426) sched_switch:         ngrok:515 [120] S ==> stress:2463 [120]
          stress-2463  [001]  9120.859687871: (+5605203) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.863882038: (+4194167) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.864134038: (+252000) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.864137779: (+3741)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.864150538: (+12759) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.864794242: (+643704) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.864805686: (+11444) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.864810242: (+4556)  sched_switch:         stress:2463 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9120.864840242: (+30000) sched_switch:         kworker/u8:2:2035 [120] W ==> stress:2463 [120]
          stress-2463  [001]  9120.864871853: (+31611) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9120.867690556: (+2818703) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.869345631: (+1655075) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.870268390: (+922759) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.870341853: (+73463) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.870348056: (+6203)  sched_switch:         stress:2463 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9120.870396519: (+48463) sched_switch:         kworker/1:1H:91 [100] W ==> stress:2463 [120]
          stress-2463  [001]  9120.870421186: (+24667) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
          stress-2462  [001]  9120.872524427: (+2103241) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9120.872535482: (+11055) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.873423390: (+887908) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.873427001: (+3611)  sched_switch:         task_server.a:2393 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9120.873602982: (+175981) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:2-2035  [001]  9120.873609186: (+6204)  sched_switch:         kworker/u8:2:2035 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9120.873653705: (+44519) sched_switch:         kworker/1:1H:91 [100] W ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9120.873670334: (+16629) sched_switch:         kworker/u8:2:2035 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.874100353: (+430019) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.874132038: (+31685) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.874137223: (+5185)  sched_switch:         stress:2463 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9120.874159279: (+22056) sched_switch:         kworker/u8:2:2035 [120] W ==> stress:2463 [120]
          stress-2463  [001]  9120.874176427: (+17148) sched_switch:         stress:2463 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.874830075: (+653648) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.875758019: (+927944) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.875767427: (+9408)  sched_switch:         stress:2467 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9120.875824927: (+57500) sched_switch:         kworker/u8:2:2035 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.876476649: (+651722) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.876501575: (+24926) sched_switch:         stress:2466 [120] D ==> stress:2462 [120]
          stress-2462  [001]  9120.878041075: (+1539500) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9120.878044223: (+3148)  sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.879330705: (+1286482) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.879361445: (+30740) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9120.881134630: (+1773185) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.881137575: (+2945)  sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.881140408: (+2833)  sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.882433149: (+1292741) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.882524742: (+91593) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.882536056: (+11314) sched_switch:         stress:2463 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9120.882604260: (+68204) sched_switch:         kworker/1:1H:91 [100] D ==> stress:2463 [120]
          stress-2463  [001]  9120.882626223: (+21963) sched_switch:         stress:2463 [120] D ==> stress:2466 [120]
          stress-2466  [001]  9120.882640556: (+14333) sched_switch:         stress:2466 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.883300464: (+659908) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9120.884645001: (+1344537) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9120.884648482: (+3481)  sched_switch:         stress:2462 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9120.884672853: (+24371) sched_switch:         kworker/1:1H:91 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.884676760: (+3907)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.884680353: (+3593)  sched_switch:         task_server.a:2393 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9120.884700705: (+20352) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001]  9120.884720538: (+19833) sched_switch:         kworker/1:1H:91 [100] D ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001]  9120.884755093: (+34555) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001]  9120.884769038: (+13945) sched_switch:         ksoftirqd/1:18 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.885434742: (+665704) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.885445834: (+11092) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9120.886739964: (+1294130) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.886745279: (+5315)  sched_switch:         stress:2467 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9120.886770242: (+24963) sched_switch:         kworker/1:1H:91 [100] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.886776890: (+6648)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.886780279: (+3389)  sched_switch:         task_server.a:2393 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001]  9120.886801964: (+21685) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001]  9120.886815186: (+13222) sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001]  9120.886842612: (+27426) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001]  9120.886855167: (+12555) sched_switch:         ksoftirqd/1:18 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.888189093: (+1333926) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.888196630: (+7537)  sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
          stress-2462  [001]  9120.888877871: (+681241) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9120.888885427: (+7556)  sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.889531112: (+645685) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.889540149: (+9037)  sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.889568556: (+28407) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.889573760: (+5204)  sched_switch:         stress:2463 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9120.889600593: (+26833) sched_switch:         kworker/u8:2:2035 [120] W ==> stress:2463 [120]
          stress-2463  [001]  9120.895703038: (+6102445) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.900213353: (+4510315) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.903692501: (+3479148) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.904056519: (+364018) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.904060501: (+3982)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.904081464: (+20963) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.906937704: (+2856240) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.911688501: (+4750797) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.914131834: (+2443333) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.914135427: (+3593)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.914146964: (+11537) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.914913686: (+766722) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.919689001: (+4775315) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.923542334: (+3853333) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.927696278: (+4153944) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.930931778: (+3235500) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9120.935688667: (+4756889) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.939531149: (+3842482) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.943687241: (+4156092) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.946892241: (+3205000) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.951691649: (+4799408) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.954056778: (+2365129) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.954060964: (+4186)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.954078834: (+17870) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.955577056: (+1498222) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.959699426: (+4122370) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.962939186: (+3239760) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9120.964137204: (+1198018) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9120.964141001: (+3797)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.964169963: (+28962) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.965475852: (+1305889) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9120.971688297: (+6212445) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.975725408: (+4037111) sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.975728852: (+3444)  sched_switch:         task_server.a:2393 [120] R ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9120.975741334: (+12482) sched_switch:         kworker/1:2:2218 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.976850482: (+1109148) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.979689612: (+2839130) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.981615204: (+1925592) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.987689463: (+6074259) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.992833352: (+5143889) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.995691408: (+2858056) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.998269315: (+2577907) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.003687556: (+5418241) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.004061945: (+374389) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.004065649: (+3704)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.004086852: (+21203) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.007629019: (+3542167) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.011690648: (+4061629) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.014137815: (+2447167) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.014141593: (+3778)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.014154667: (+13074) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.015564389: (+1409722) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.019694019: (+4129630) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.022918260: (+3224241) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.022945982: (+27722) sched_switch:         stress:2466 [120] D ==> stress:2463 [120]
          stress-2463  [001]  9121.022960945: (+14963) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.027691593: (+4730648) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.031538667: (+3847074) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.035689630: (+4150963) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.038904019: (+3214389) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.043692722: (+4788703) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.048229093: (+4536371) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.051689889: (+3460796) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.054068537: (+2378648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.054074685: (+6148)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.054116259: (+41574) sched_switch:         ngrok:515 [120] S ==> stress:2466 [120]
          stress-2466  [001]  9121.059690852: (+5574593) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.064156111: (+4465259) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.064159537: (+3426)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.064171537: (+12000) sched_switch:         ngrok:515 [120] S ==> stress:2462 [120]
          stress-2462  [001]  9121.067700408: (+3528871) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.070529611: (+2829203) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.075696722: (+5167111) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.075701704: (+4982)  sched_switch:         stress:2463 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9121.075715222: (+13518) sched_switch:         kworker/u8:2:2035 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.080210685: (+4495463) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.083701463: (+3490778) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.086279500: (+2578037) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.091688574: (+5409074) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.096177056: (+4488482) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.099705722: (+3528666) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.102926611: (+3220889) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.104057981: (+1131370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9121.104061222: (+3241)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.104077815: (+16593) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.104724000: (+646185) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.107693833: (+2969833) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.110258148: (+2564315) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.114136352: (+3878204) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9121.114143407: (+7055)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.114175000: (+31593) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.117423463: (+3248463) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.117481611: (+58148) sched_switch:         stress:2466 [120] D ==> stress:2463 [120]
          stress-2463  [001]  9121.117493704: (+12093) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.119693944: (+2200240) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.121622889: (+1928945) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.127692092: (+6069203) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.132189741: (+4497649) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.135690481: (+3500740) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.138898129: (+3207648) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.143692037: (+4793908) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.147606685: (+3914648) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.151691370: (+4084685) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.154065704: (+2374334) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.154070204: (+4500)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.154089870: (+19666) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.154940926: (+851056) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.159696222: (+4755296) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.163551296: (+3855074) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.164146241: (+594945) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9121.164150518: (+4277)  sched_switch:         stress:2466 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.164168259: (+17741) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.164817722: (+649463) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.167692981: (+2875259) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.170255759: (+2562778) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.175690055: (+5434296) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.180202129: (+4512074) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.180223963: (+21834) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
          stress-2462  [001]  9121.183700185: (+3476222) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.186272537: (+2572352) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.186292518: (+19981) sched_switch:         stress:2466 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9121.191692889: (+5400371) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.196271926: (+4579037) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.199706907: (+3434981) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9121.199711259: (+4352)  sched_switch:         stress:2462 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [001]  9121.199745796: (+34537) sched_switch:         kworker/u8:2:2035 [120] W ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.202957407: (+3211611) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.204058240: (+1100833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9121.204062000: (+3760)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.204080648: (+18648) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.204724555: (+643907) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.205434296: (+709741) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9121.205437129: (+2833)  sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.206080926: (+643797) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.206089629: (+8703)  sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.207717851: (+1628222) sched_switch:         stress:2463 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.209001981: (+1284130) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.209007629: (+5648)  sched_switch:         stress:2466 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9121.210083833: (+1076204) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9121.210086592: (+2759)  sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.211371722: (+1285130) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.211378296: (+6574)  sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9121.214130629: (+2752333) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9121.214135444: (+4815)  sched_switch:         stress:2466 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.214150092: (+14648) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
