CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.216117907: (+1967815) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.219717963: (+3600056) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.222321222: (+2603259) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.227704370: (+5383148) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.232214074: (+4509704) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.235693907: (+3479833) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.238253129: (+2559222) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.243706351: (+5453222) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.248240611: (+4534260) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.251696055: (+3455444) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.254060481: (+2364426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.254064333: (+3852)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.254084481: (+20148) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.254296018: (+211537) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.259708407: (+5412389) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.264142444: (+4434037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.264146222: (+3778)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.264175129: (+28907) sched_switch:         ngrok:515 [120] S ==> stress:2467 [120]
          stress-2467  [001]  9121.267694407: (+3519278) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.271000759: (+3306352) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.275692481: (+4691722) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.279546222: (+3853741) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.283696851: (+4150629) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.286914944: (+3218093) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.291708925: (+4793981) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.295632833: (+3923908) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.299694981: (+4062148) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.302901258: (+3206277) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.304062073: (+1160815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9121.304067110: (+5037)  sched_switch:         stress:2466 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.304088314: (+21204) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.305379573: (+1291259) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.307709684: (+2330111) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.309640925: (+1931241) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.314139758: (+4498833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9121.314144444: (+4686)  sched_switch:         stress:2466 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.314162592: (+18148) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.317372351: (+3209759) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.319710518: (+2338167) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.321671166: (+1960648) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.327691129: (+6019963) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.332837332: (+5146203) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.335692536: (+2855204) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.338252277: (+2559741) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.343692851: (+5440574) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.348208703: (+4515852) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.351708851: (+3500148) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.354063740: (+2354889) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.354067666: (+3926)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.354087592: (+19926) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.354318073: (+230481) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.359694055: (+5375982) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.364145425: (+4451370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9121.364149999: (+4574)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.364178110: (+28111) sched_switch:         ngrok:515 [120] S ==> stress:2462 [120]
          stress-2462  [001]  9121.367694610: (+3516500) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.371025332: (+3330722) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.375694462: (+4669130) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.379535184: (+3840722) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.383701073: (+4165889) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.386940795: (+3239722) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.391691110: (+4750315) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.395547536: (+3856426) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.399707925: (+4160389) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.402938573: (+3230648) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.404064462: (+1125889) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.404069369: (+4907)  sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.404090369: (+21000) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.405377554: (+1287185) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.407696406: (+2318852) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.409622443: (+1926037) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.414140203: (+4517760) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.414144554: (+4351)  sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.414157517: (+12963) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.418009406: (+3851889) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.423702240: (+5692834) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.428204758: (+4502518) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.431708036: (+3503278) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.434362110: (+2654074) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.439696110: (+5334000) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.444203906: (+4507796) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.447694888: (+3490982) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.450898554: (+3203666) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.454061239: (+3162685) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9121.454064851: (+3612)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.454085739: (+20888) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.456676499: (+2590760) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.459705221: (+3028722) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.462281350: (+2576129) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.462298239: (+16889) sched_switch:         stress:2466 [120] D ==> stress:2467 [120]
          stress-2467  [001]  9121.464140962: (+1842723) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9121.464144610: (+3648)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.464163999: (+19389) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.465449295: (+1285296) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.465457813: (+8518)  sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.467763610: (+2305797) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.469752091: (+1988481) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.469806610: (+54519) sched_switch:         stress:2466 [120] D ==> stress:2462 [120]
          stress-2462  [001]  9121.475696610: (+5890000) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.480859702: (+5163092) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.483707517: (+2847815) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.485640739: (+1933222) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.485653721: (+12982) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.485657017: (+3296)  sched_switch:         stress:2463 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.491699591: (+6042574) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.496841054: (+5141463) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.499694776: (+2853722) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.502262443: (+2567667) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.504065813: (+1803370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9121.504069406: (+3593)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.504090721: (+21315) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.505384776: (+1294055) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.507708943: (+2324167) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.509670461: (+1961518) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9121.514146239: (+4475778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9121.514151072: (+4833)  sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9121.514171535: (+20463) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.517394165: (+3222630) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.519693387: (+2299222) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.521619591: (+1926204) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9121.527693609: (+6074018) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.532839647: (+5146038) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9121.535705776: (+2866129) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9121.537640980: (+1935204) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9121.543694776: (+6053796) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
