CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9120.775685112: (+1593740) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9120.775686316: (+1204)  sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2465  [000]  9120.779685427: (+3999111) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9120.780073001: (+387574) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9120.780170223: (+97222) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.783687390: (+3517167) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9120.783691020: (+3630)  sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.785706779: (+2015759) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.786251538: (+544759) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.786276575: (+25037) sched_switch:         stress:2466 [120] D ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.786926890: (+650315) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.786975149: (+48259) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9120.787574464: (+599315) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2462  [001]  9120.791695927: (+4121463) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9120.791707205: (+11278) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
          stress-2461  [000]  9120.791723335: (+16130) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9120.795559335: (+3836000) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9120.796162927: (+603592) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
 task_client_B.a-2397  [000]  9120.798248464: (+2085537) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2468  [000]  9120.798291816: (+43352) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.798336112: (+44296) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2459  [002]  9120.799688149: (+1352037) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2467  [001]  9120.799692760: (+4611)  sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.802892205: (+3199445) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9120.803446186: (+553981) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2467  [001]  9120.803466260: (+20074) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.803469131: (+2871)  sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2465  [000]  9120.803685816: (+216685) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2460  [002]  9120.803916168: (+230352) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2460  [002]  9120.803920872: (+4704)  sched_switch:         stress:2460 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.803962390: (+41518) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.804057242: (+94852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.804060760: (+3518)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.804078075: (+17315) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.804150686: (+72611) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.804157186: (+6500)  sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2395  [002]  9120.804443612: (+286426) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2460  [002]  9120.805006464: (+562852) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2460  [002]  9120.805010946: (+4482)  sched_switch:         stress:2460 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.805035594: (+24648) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9120.805056797: (+21203) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9120.805071372: (+14575) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.805645779: (+574407) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2466  [001]  9120.807691649: (+2045870) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9120.807697297: (+5648)  sched_switch:         stress:2460 [120] D ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.809418797: (+1721500) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9120.809785334: (+366537) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
   task_server.a-2393  [001]  9120.810907168: (+1121834) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2461  [000]  9120.810944131: (+36963) sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
          stress-2463  [001]  9120.810948797: (+4666)  sched_switch:         stress:2463 [120] D ==> stress:2466 [120]
          stress-2461  [000]  9120.810958575: (+9778)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2464  [002]  9120.810966094: (+7519)  sched_wakeup:         stress:2460 [120]<CANT FIND FIELD success> CPU:002
 task_client_B.a-2397  [000]  9120.812566705: (+1600611) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2466  [001]  9120.814139446: (+1572741) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9120.814150631: (+11185) sched_switch:         stress:2466 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.814183909: (+33278) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
          stress-2468  [000]  9120.815703334: (+1519425) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2464  [002]  9120.815711557: (+8223)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9120.815718297: (+6740)  sched_switch:         stress:2464 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9120.815742446: (+24149) sched_switch:         kworker/2:1:2180 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.815747853: (+5407)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9120.815751316: (+3463)  sched_switch:         task_client_A.a:2395 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9120.815761131: (+9815)  sched_switch:         kworker/2:1:2180 [120] D ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.815767853: (+6722)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9120.815770408: (+2555)  sched_switch:         task_client_A.a:2395 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9120.815782520: (+12112) sched_switch:         kworker/2:1:2180 [120] W ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.816803612: (+1021092) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_B.a-2397  [000]  9120.818954668: (+2151056) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2466  [001]  9120.819690779: (+736111) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2468  [000]  9120.819704501: (+13722) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.820482297: (+777796) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9120.821803112: (+1320815) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9120.821832260: (+29148) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2460  [002]  9120.821845353: (+13093) sched_switch:         stress:2460 [120] D ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.821890242: (+44889) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9120.822270371: (+380129) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.822286464: (+16093) sched_switch:         stress:2463 [120] D ==> stress:2462 [120]
          stress-2461  [000]  9120.823706223: (+1419759) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.827224945: (+3518722) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2462  [001]  9120.827686334: (+461389) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9120.827690853: (+4519)  sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2465  [000]  9120.831685890: (+3995037) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9120.832187612: (+501722) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9120.833688834: (+1501222) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2467  [001]  9120.835698020: (+2009186) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9120.836641649: (+943629) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.838943631: (+2301982) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2461  [000]  9120.838983982: (+40351) sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
          stress-2461  [000]  9120.838997890: (+13908) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2464  [002]  9120.839703908: (+706018) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.841604279: (+1900371) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
 task_client_A.a-2395  [002]  9120.841619149: (+14870) sched_wakeup:         stress:2460 [120]<CANT FIND FIELD success> CPU:002
          stress-2466  [001]  9120.843690057: (+2070908) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9120.846051890: (+2361833) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9120.846062334: (+10444) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2468  [000]  9120.847688594: (+1626260) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9120.848193371: (+504777) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.851689019: (+3495648) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9120.851689723: (+704)   sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.853108445: (+1418722) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9120.853112649: (+4204)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.853157260: (+44611) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.853700371: (+543111) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
   task_server.a-2393  [001]  9120.854060575: (+360204) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.854064242: (+3667)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.854082668: (+18426) sched_switch:         ngrok:515 [120] S ==> stress:2463 [120]
 task_client_A.a-2395  [002]  9120.854199908: (+117240) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9120.854203871: (+3963)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.854229853: (+25982) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9120.854250056: (+20203) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9120.854271001: (+20945) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9120.854283927: (+12926) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9120.854314001: (+30074) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.857356556: (+3042555) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2463  [001]  9120.859687871: (+2331315) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2468  [000]  9120.859688001: (+130)   sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2460  [002]  9120.859689575: (+1574)  sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.861991538: (+2301963) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9120.863882038: (+1890500) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.864134038: (+252000) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.864137779: (+3741)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.864150538: (+12759) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.864794242: (+643704) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9120.864805686: (+11444) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:001
