CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-2468  [000]  9120.573281595: (+21056) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.573304113: (+22518) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2464  [002]  9120.575708076: (+2403963) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
          stress-2461  [000]  9120.575711817: (+3741)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9120.576893058: (+1181241) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_B.a-2397  [000]  9120.578345872: (+1452814) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9120.579339928: (+994056) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2467  [001]  9120.579694761: (+354833) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.581641928: (+1947167) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2461  [000]  9120.583700928: (+2059000) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2459  [002]  9120.583715983: (+15055) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9120.587683483: (+3967500) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9120.588704687: (+1021204) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
 task_client_B.a-2397  [000]  9120.589675946: (+971259) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2464  [002]  9120.591710891: (+2034945) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.592197428: (+486537) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.592244965: (+47537) sched_switch:         stress:2466 [120] D ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9120.595173169: (+2928204) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2465  [000]  9120.595683817: (+510648) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2467  [001]  9120.595686502: (+2685)  sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.598247132: (+2560630) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2459  [002]  9120.598270298: (+23166) sched_wakeup:         stress:2460 [120]<CANT FIND FIELD success> CPU:002
          stress-2459  [002]  9120.598274335: (+4037)  sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.601917206: (+3642871) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
 task_client_B.a-2397  [000]  9120.601927557: (+10351) sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2397  [000]  9120.602597780: (+670223) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2463  [001]  9120.602606983: (+9203)  sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.602611150: (+4167)  sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9120.603811557: (+1200407) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2460  [002]  9120.603816076: (+4519)  sched_switch:         stress:2460 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.603858872: (+42796) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.604055428: (+196556) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.604059206: (+3778)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.604078280: (+19074) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9120.604901687: (+823407) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9120.604905483: (+3796)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.604929094: (+23611) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9120.604951576: (+22482) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9120.604967261: (+15685) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.605813169: (+845908) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9120.605857965: (+44796) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2468  [000]  9120.607688743: (+1830778) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2466  [001]  9120.611686650: (+3997907) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9120.611686706: (+56)    sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.612748909: (+1062203) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
   task_server.a-2393  [001]  9120.614128483: (+1379574) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.614132094: (+3611)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.614143076: (+10982) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
          stress-2468  [000]  9120.615685983: (+1542907) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9120.616195687: (+509704) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9120.617542391: (+1346704) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
 task_client_B.a-2397  [000]  9120.618617094: (+1074703) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2467  [001]  9120.619685169: (+1068075) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.622248446: (+2563277) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2460  [002]  9120.623686261: (+1437815) sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
          stress-2468  [000]  9120.623686391: (+130)   sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2462  [001]  9120.627684076: (+3997685) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9120.628850224: (+1166148) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9120.629921206: (+1070982) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2461  [000]  9120.631709113: (+1787907) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9120.632198613: (+489500) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_B.a-2397  [000]  9120.634621483: (+2422870) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2466  [001]  9120.635699557: (+1078074) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9120.635700576: (+1019)  sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.638278835: (+2578259) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2465  [000]  9120.639684335: (+1405500) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9120.641681502: (+1997167) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2463  [001]  9120.643685891: (+2004389) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9120.644966687: (+1280796) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.647536002: (+2569315) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2459  [002]  9120.647695057: (+159055) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2461  [000]  9120.647701039: (+5982)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.650551279: (+2850240) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2467  [001]  9120.651684742: (+1133463) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9120.653990983: (+2306241) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2460  [002]  9120.654006242: (+15259) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2460  [002]  9120.654010631: (+4389)  sched_switch:         stress:2460 [120] R ==> ngrok:517 [120]
   task_server.a-2393  [001]  9120.654054261: (+43630) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
           ngrok-517   [002]  9120.654056039: (+1778)  sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-2393  [001]  9120.654058020: (+1981)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.654078557: (+20537) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
           ngrok-517   [002]  9120.654078872: (+315)   sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9120.654100557: (+21685) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9120.654113668: (+13111) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9120.654141002: (+27334) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.654155409: (+14407) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9120.654931298: (+775889) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2468  [000]  9120.655687557: (+756259) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2466  [001]  9120.659686613: (+3999056) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9120.659687113: (+500)   sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.661113261: (+1426148) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.663532446: (+2419185) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2461  [000]  9120.663705465: (+173019) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2462  [001]  9120.664132409: (+426944) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9120.664135761: (+3352)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.664156354: (+20593) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.664804816: (+648462) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9120.665583724: (+778908) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
 task_client_B.a-2397  [000]  9120.666468854: (+885130) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2462  [001]  9120.667700057: (+1231203) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.670295353: (+2595296) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2465  [000]  9120.671696279: (+1400926) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2464  [002]  9120.671706002: (+9723)  sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
          stress-2463  [001]  9120.675699687: (+3993685) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9120.677305335: (+1605648) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
 task_client_A.a-2395  [002]  9120.678272298: (+966963) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9120.679567502: (+1295204) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2461  [000]  9120.679714372: (+146870) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.682303520: (+2589148) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2467  [001]  9120.683684409: (+1380889) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9120.683685742: (+1333)  sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.687528316: (+3842574) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2468  [000]  9120.687686668: (+158352) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9120.689541094: (+1854426) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2466  [001]  9120.691687446: (+2146352) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9120.693543853: (+1856407) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.694901557: (+1357704) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2460  [002]  9120.695699316: (+797759) sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9120.699689761: (+3990445) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2461  [000]  9120.699703890: (+14129) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9120.699716613: (+12723) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9120.699725446: (+8833)  sched_switch:         task_client_A.a:2395 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9120.699755057: (+29611) sched_switch:         kworker/2:1:2180 [120] W ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.702417224: (+2662167) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2464  [002]  9120.703200650: (+783426) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9120.703207705: (+7055)  sched_switch:         stress:2464 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.703251502: (+43797) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.703546798: (+295296) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.704054798: (+508000) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2467  [001]  9120.704058094: (+3296)  sched_switch:         stress:2467 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.704077502: (+19408) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9120.704099020: (+21518) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2464  [002]  9120.704294335: (+195315) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9120.704298279: (+3944)  sched_switch:         stress:2464 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.704323390: (+25111) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9120.704347835: (+24445) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9120.704364039: (+16204) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.704580057: (+216018) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9120.704724520: (+144463) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_B.a-2397  [000]  9120.706409279: (+1684759) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2467  [001]  9120.707686427: (+1277148) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9120.707688409: (+1982)  sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.709606520: (+1918111) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
 task_client_A.a-2395  [002]  9120.711063594: (+1457074) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2465  [000]  9120.711685650: (+622056) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2463  [001]  9120.714138964: (+2453314) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.714149724: (+10760) sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.714181131: (+31407) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
          stress-2464  [002]  9120.715704261: (+1523130) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.717436353: (+1732092) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2468  [000]  9120.717465279: (+28926) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.717501076: (+35797) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.718107131: (+606055) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2466  [001]  9120.718141279: (+34148) sched_switch:         stress:2466 [120] D ==> stress:2462 [120]
          stress-2461  [000]  9120.719713520: (+1572241) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          stress-2461  [000]  9120.719721816: (+8296)  sched_switch:         stress:2461 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9120.719751964: (+30148) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9120.719768224: (+16260) sched_switch:         kworker/0:1:2177 [120] D ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9120.720770761: (+1002537) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
 task_client_B.a-2397  [000]  9120.721060057: (+289296) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2397  [000]  9120.721065557: (+5500)  sched_switch:         task_client_B.a:2397 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9120.721079909: (+14352) sched_switch:         kworker/0:1:2177 [120] W ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.722243168: (+1163259) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2462  [001]  9120.723685890: (+1442722) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9120.723687020: (+1130)  sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.726877594: (+3190574) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2460  [002]  9120.726900353: (+22759) sched_switch:         stress:2460 [120] D ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.726922779: (+22426) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2465  [000]  9120.727685520: (+762741) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9120.728196724: (+511204) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2467  [001]  9120.731698446: (+3501722) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9120.731705020: (+6574)  sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.733868650: (+2163630) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.734917742: (+1049092) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2461  [000]  9120.734943594: (+25852) sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
          stress-2461  [000]  9120.734950742: (+7148)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.736180761: (+1230019) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2463  [001]  9120.736194224: (+13463) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.736198168: (+3944)  sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2468  [000]  9120.736216261: (+18093) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9120.736254075: (+37814) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9120.736847724: (+593649) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_A.a-2395  [002]  9120.736863353: (+15629) sched_wakeup:         stress:2460 [120]<CANT FIND FIELD success> CPU:002
          stress-2466  [001]  9120.736885372: (+22019) sched_switch:         stress:2466 [120] D ==> stress:2463 [120]
          stress-2461  [000]  9120.736894909: (+9537)  sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
          stress-2461  [000]  9120.736898927: (+4018)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9120.736916075: (+17148) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
 task_client_B.a-2397  [000]  9120.737633761: (+717686) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2463  [001]  9120.737641298: (+7537)  sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9120.737645427: (+4129)  sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.738295094: (+649667) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2460  [002]  9120.739691742: (+1396648) sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.742578094: (+2886352) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2468  [000]  9120.743687372: (+1109278) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2466  [001]  9120.743688261: (+889)   sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9120.747686631: (+3998370) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.748174872: (+488241) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_B.a-2397  [000]  9120.750039687: (+1864815) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2467  [001]  9120.751699094: (+1659407) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9120.753000538: (+1301444) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2460  [002]  9120.753410649: (+410111) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2460  [002]  9120.753419779: (+9130)  sched_switch:         stress:2460 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.753488761: (+68982) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.753908594: (+419833) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9120.754064798: (+156204) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.754071075: (+6277)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.754098242: (+27167) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9120.754342483: (+244241) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2460  [002]  9120.754534724: (+192241) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
          stress-2460  [002]  9120.754543612: (+8888)  sched_switch:         stress:2460 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9120.754592946: (+49334) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9120.754776501: (+183555) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9120.754813409: (+36908) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9120.754831353: (+17944) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9120.754869538: (+38185) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9120.755517094: (+647556) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2461  [000]  9120.755699594: (+182500) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
          stress-2463  [001]  9120.759688168: (+3988574) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9120.759688390: (+222)   sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9120.761685946: (+1997556) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
 task_client_A.a-2395  [002]  9120.764082835: (+2396889) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
   task_server.a-2393  [001]  9120.764152649: (+69814) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9120.764156483: (+3834)  sched_switch:         task_server.a:2393 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9120.764180483: (+24000) sched_switch:         ngrok:515 [120] S ==> stress:2466 [120]
          stress-2466  [001]  9120.767701372: (+3520889) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2468  [000]  9120.767701723: (+351)   sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
          stress-2464  [002]  9120.767732798: (+31075) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9120.770336001: (+2603203) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9120.771572890: (+1236889) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
 task_client_B.a-2397  [000]  9120.774091372: (+2518482) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
